vehicle_id,fir_number,reg_number,vehicle_type,make_color
V0002556,FIR-2025-004826,KA44RZ3291,SUV,White Hyundai
V0002557,FIR-2023-004828,KA31BJ3953,Auto Rickshaw,Red TVS
V0002558,FIR-2024-004829,KA07KD3250,Auto Rickshaw,Maroon Maruti
V0002559,FIR-2025-004830,KA27MP6704,Car,Grey TVS
V0002560,FIR-2026-004831,KA16EP1874,Tempo,Blue Bajaj
V0002561,FIR-2023-004832,KA45AY9432,Car,Grey Hero
V0002562,FIR-2026-004835,KA23MQ0718,Car,Maroon Bajaj
V0002563,FIR-2024-004837,KA25KG7449,Scooter,Black Bajaj
V0002564,FIR-2025-004838,KA07WY4941,Car,
V0002565,FIR-2023-004840,KA14NM9569,Tempo,White TVS
V0002566,FIR-2024-004841,KA30CF6516,Auto Rickshaw,Silver Honda
V0002567,FIR-2023-004844,KA38SV0444,Mini Truck,Maroon Bajaj
V0002568,FIR-2024-004845,KA41HI7206,Tempo,Grey Maruti
V0002569,FIR-2024-004849,KA50YQ7939,Tempo,Black TVS
V0002570,FIR-2024-004857,KA03RN8297,Tempo,White Maruti
V0002571,FIR-2026-004859,KA09EB0783,Mini Truck,Grey Maruti
V0002572,FIR-2023-004860,KA52OX7145,Mini Truck,White Hyundai
V0002573,FIR-2023-004860,KA05QU5590,Motorcycle,Black Hero
V0002574,FIR-2024-004861,KA18KH1419,SUV,Black Hyundai
V0002575,FIR-2026-004863,KA08OE7612,Car,Maroon Bajaj
V0002576,FIR-2023-004864,KA26JL7140,Auto Rickshaw,White Hyundai
V0002577,FIR-2023-004868,KA26HE0090,SUV,Grey Hyundai
V0002578,FIR-2025-004870,KA27CR7620,SUV,Silver Honda
V0002579,FIR-2024-004873,KA41HI7206,Motorcycle,Red Honda
V0002580,FIR-2026-004875,KA05DC8723,Car,Red Bajaj
V0002581,FIR-2023-004876,KA06UN2223,SUV,Black Hyundai
V0002582,FIR-2024-004877,KA44MM3249,Motorcycle,
V0002583,FIR-2023-004880,KA49GN4644,Car,White Hyundai
V0002584,FIR-2024-004881,KA41WU6472,SUV,White Hyundai
V0002585,FIR-2024-004881,KA20CM4717,Scooter,Blue TVS
V0002586,FIR-2025-004882,KA33XF0500,SUV,Grey Hero
V0002587,FIR-2023-004884,KA52BS2336,Scooter,
V0002588,FIR-2023-004884,KA02MK6624,Motorcycle,Red Hero
V0002589,FIR-2023-004888,KA30BR4082,SUV,Maroon Honda
V0002590,FIR-2025-004890,KA07WY4941,Tempo,
V0002591,FIR-2026-004891,KA41HI7206,Mini Truck,White Bajaj
V0002592,FIR-2026-004891,KA02SN9303,SUV,White Maruti
V0002593,FIR-2024-004893,KA40EP2734,Mini Truck,Red Maruti
V0002594,FIR-2024-004893,KA34EV9830,Auto Rickshaw,Maroon TVS
V0002595,FIR-2026-004895,KA35OM7014,Car,
V0002596,FIR-2026-004895,KA45AY9432,Mini Truck,Grey Hyundai
V0002597,FIR-2023-004896,KA22ZA7138,Motorcycle,Maroon Bajaj
V0002598,FIR-2023-004896,KA39XW1876,Car,Black Hyundai
V0002599,FIR-2024-004897,KA21PH6158,Scooter,Silver Maruti
V0002600,FIR-2023-004900,KA35XX8947,Mini Truck,Red Bajaj
V0002601,FIR-2026-004903,KA50QH2311,Tempo,Red Bajaj
V0002602,FIR-2023-004904,KA39XW1876,Mini Truck,Black Maruti
V0002603,FIR-2026-004907,KA06EE3788,SUV,
V0002604,FIR-2026-004907,KA30BR4082,SUV,Blue Bajaj
V0002605,FIR-2023-004908,KA38DT3667,Tempo,Maroon Honda
V0002606,FIR-2025-004914,KA35XX8947,Auto Rickshaw,Maroon Hero
V0002607,FIR-2026-004915,KA39XW1876,Scooter,Red Honda
V0002608,FIR-2025-004918,KA05VE4138,Tempo,Grey Hero
V0002609,FIR-2026-004919,KA37GO4198,Car,
V0002610,FIR-2025-004922,KA03ZN9465,Motorcycle,Blue Hero
V0002611,FIR-2025-004922,KA44MM3249,SUV,Blue Maruti
V0002612,FIR-2026-004923,KA26WP5435,SUV,Blue TVS
V0002613,FIR-2023-004924,KA26WN7300,Mini Truck,Black Bajaj
V0002614,FIR-2025-004926,KA18YN4133,Auto Rickshaw,Blue Maruti
V0002615,FIR-2023-004928,KA03LW2211,Motorcycle,
V0002616,FIR-2024-004929,KA43JW2586,Scooter,Red TVS
V0002617,FIR-2025-004930,KA05IX3678,Tempo,
V0002618,FIR-2026-004931,KA50UB0508,Scooter,White Hyundai
V0002619,FIR-2025-004934,KA28LU7532,Car,
V0002620,FIR-2025-004934,KA32KY2051,Auto Rickshaw,Grey Honda
V0002621,FIR-2023-004936,KA20KV1380,Mini Truck,White Hyundai
V0002622,FIR-2024-004937,KA44TZ1983,Motorcycle,Black TVS
V0002623,FIR-2024-004941,KA43XR1887,Car,Blue Maruti
V0002624,FIR-2026-004943,KA42WD3309,Motorcycle,Red Bajaj
V0002625,FIR-2024-004945,KA16QY4603,Motorcycle,Red Hero
V0002626,FIR-2026-004947,KA11RT2414,SUV,Blue Maruti
V0002627,FIR-2023-004948,KA23XY7796,SUV,Maroon Bajaj
V0002628,FIR-2025-004950,KA15KG1948,Auto Rickshaw,
V0002629,FIR-2024-004953,KA40ZR7921,SUV,White Maruti
V0002630,FIR-2023-004956,KA31CL3740,SUV,White Bajaj
V0002631,FIR-2024-004957,KA25WE3505,SUV,Black Maruti
V0002632,FIR-2024-004961,KA02MK6624,Car,Blue Maruti
V0002633,FIR-2026-004963,KA18QL1359,Tempo,Black Honda
V0002634,FIR-2025-004966,KA28PP1670,Motorcycle,Silver Maruti
V0002635,FIR-2025-004966,KA16SU9134,Car,White Hero
V0002636,FIR-2026-004967,KA16GA2496,SUV,Grey Hero
V0002637,FIR-2026-004967,KA28QF9945,Motorcycle,Red Maruti
V0002638,FIR-2024-004969,KA05QU5590,Mini Truck,
V0002639,FIR-2024-004973,KA01SI5460,Tempo,Silver Hyundai
V0002640,FIR-2024-004973,KA34ZN9271,Auto Rickshaw,Black Honda
V0002641,FIR-2024-004977,KA13VN1862,Car,Blue Honda
V0002642,FIR-2025-004978,KA25XN6946,Motorcycle,Blue Bajaj
V0002643,FIR-2026-004979,KA37GO4198,Auto Rickshaw,Maroon Hyundai
V0002644,FIR-2025-004982,KA11AJ0404,Tempo,White Hyundai
V0002645,FIR-2024-004985,KA30NX9707,Mini Truck,Maroon TVS
V0002646,FIR-2023-004992,KA04LH1124,Mini Truck,White Bajaj
V0002647,FIR-2024-004993,KA47FO2091,Auto Rickshaw,Red Bajaj
V0002648,FIR-2025-004994,KA15IN7956,Tempo,Blue Maruti
V0002649,FIR-2024-004997,KA51SZ0672,Mini Truck,
V0002650,FIR-2025-004998,KA52HW5974,Scooter,Silver TVS
V0002651,FIR-2026-004999,KA21RQ4703,Tempo,
V0002652,FIR-2025-005002,KA43DN9242,SUV,
V0002653,FIR-2024-005005,KA47FO2091,Mini Truck,Maroon Hero
V0002654,FIR-2025-005006,KA28HU3521,Motorcycle,Red Maruti
V0002655,FIR-2023-005008,KA37NQ5371,Motorcycle,Maroon Maruti
V0002656,FIR-2024-005009,KA14AL2372,Auto Rickshaw,Red TVS
V0002657,FIR-2026-005011,KA02MK6624,Mini Truck,Black TVS
V0002658,FIR-2024-005013,KA15GL4226,Scooter,
V0002659,FIR-2023-005020,KA19SD7959,Tempo,White Maruti
V0002660,FIR-2023-005020,KA49HU4543,SUV,Black Maruti
V0002661,FIR-2026-005023,KA20YM6865,Auto Rickshaw,Blue TVS
V0002662,FIR-2023-005024,KA27VH6328,Motorcycle,
V0002663,FIR-2023-005028,KA24UN1221,Auto Rickshaw,
V0002664,FIR-2023-005028,KA51CH8757,Scooter,Black Hero
V0002665,FIR-2024-005029,KA30NX9707,Mini Truck,
V0002666,FIR-2023-005032,KA45JZ3676,Tempo,Blue Maruti
V0002667,FIR-2024-005033,KA28LU7532,Scooter,Grey Hyundai
V0002668,FIR-2023-005036,KA34NL5319,Tempo,Black TVS
V0002669,FIR-2024-005037,KA50LF9926,Auto Rickshaw,
V0002670,FIR-2024-005037,KA24JP3178,SUV,Grey Honda
V0002671,FIR-2025-005038,KA13VS3535,Auto Rickshaw,Red TVS
V0002672,FIR-2025-005038,KA02MK6624,Car,Black TVS
V0002673,FIR-2023-005040,KA35XX8947,Auto Rickshaw,
V0002674,FIR-2025-005042,KA07VW0520,Car,
V0002675,FIR-2025-005042,KA04EV0599,Auto Rickshaw,Blue Bajaj
V0002676,FIR-2025-005046,KA44MM3249,Scooter,Silver Maruti
V0002677,FIR-2025-005046,KA13IV0147,Mini Truck,Silver Honda
V0002678,FIR-2023-005048,KA42MA8463,Car,Black Bajaj
V0002679,FIR-2024-005049,KA25PA5763,Auto Rickshaw,Maroon Hyundai
V0002680,FIR-2024-005049,KA25PA5763,Auto Rickshaw,White Maruti
V0002681,FIR-2026-005051,KA33DV3136,Mini Truck,Silver Hero
V0002682,FIR-2026-005051,KA26YR3189,Scooter,Maroon Hyundai
V0002683,FIR-2026-005055,KA44TZ1983,Auto Rickshaw,Black TVS
V0002684,FIR-2026-005055,KA41SB9322,Scooter,White Maruti
V0002685,FIR-2024-005057,KA08OE7612,SUV,Red Honda
V0002686,FIR-2025-005058,KA22JB8793,Motorcycle,Red TVS
V0002687,FIR-2025-005058,KA06PA8837,Auto Rickshaw,Blue Maruti
V0002688,FIR-2025-005062,KA29AI8105,Scooter,
V0002689,FIR-2025-005062,KA45YD3705,SUV,Black TVS
V0002690,FIR-2026-005063,KA40JK5720,Mini Truck,Silver Hero
V0002691,FIR-2024-005065,KA23AJ0588,Scooter,Maroon Maruti
V0002692,FIR-2025-005066,KA25WQ6333,SUV,
V0002693,FIR-2024-005069,KA42CZ6562,Tempo,Maroon Honda
V0002694,FIR-2025-005070,KA41HI7206,Auto Rickshaw,
V0002695,FIR-2026-005071,KA50LF9926,Tempo,
V0002696,FIR-2023-005072,KA15IN7956,Tempo,White Bajaj
V0002697,FIR-2026-005075,KA41HI7206,Mini Truck,White Honda
V0002698,FIR-2023-005076,KA28RO2607,Scooter,Red Hyundai
V0002699,FIR-2024-005077,KA50UB0508,Auto Rickshaw,White Bajaj
V0002700,FIR-2025-005078,KA30AI6955,Mini Truck,Black Hyundai
V0002701,FIR-2023-005080,KA39XW1876,Tempo,White Hero
V0002702,FIR-2024-005081,KA37ZR9601,Tempo,Black Honda
V0002703,FIR-2026-005087,KA35MN5846,Tempo,
V0002704,FIR-2024-005089,KA33EV4253,Tempo,Silver Maruti
V0002705,FIR-2024-005089,KA40RA6455,SUV,Black Hyundai
V0002706,FIR-2025-005094,KA04BW1805,SUV,Black Honda
V0002707,FIR-2023-005096,KA46EN2885,Motorcycle,Grey Maruti
V0002708,FIR-2024-005097,KA45AY9432,SUV,Grey Maruti
V0002709,FIR-2025-005102,KA03OY8589,Motorcycle,Black Hero
V0002710,FIR-2025-005102,KA05HZ9901,Mini Truck,White Maruti
V0002711,FIR-2026-005103,KA41HI7206,Tempo,Grey Maruti
V0002712,FIR-2024-005105,KA18KK8849,SUV,Grey TVS
V0002713,FIR-2023-005112,KA09HO5693,Scooter,Grey Hyundai
V0002714,FIR-2024-005113,KA28RX5010,Motorcycle,White Bajaj
V0002715,FIR-2025-005114,KA30PF7876,Scooter,Black Honda
V0002716,FIR-2026-005115,KA04ZV1028,SUV,
V0002717,FIR-2025-005118,KA42TW3001,Mini Truck,
V0002718,FIR-2025-005118,KA18XF3600,Car,Silver Hero
V0002719,FIR-2026-005119,KA06PA8837,Auto Rickshaw,Silver Hyundai
V0002720,FIR-2023-005120,KA18KH1419,SUV,Black Maruti
V0002721,FIR-2024-005121,KA29BM6750,Scooter,Red TVS
V0002722,FIR-2024-005121,KA48PO4246,Car,White Hero
V0002723,FIR-2026-005123,KA43QR9755,Auto Rickshaw,Blue Honda
V0002724,FIR-2025-005130,KA25WY9639,Mini Truck,
V0002725,FIR-2025-005130,KA03OP4667,Scooter,
V0002726,FIR-2023-005132,KA51KO2133,Scooter,Maroon Bajaj
V0002727,FIR-2026-005135,KA40ZR7921,Auto Rickshaw,
V0002728,FIR-2026-005135,KA28RO2607,Mini Truck,
V0002729,FIR-2024-005141,KA09CL8098,Auto Rickshaw,Maroon Honda
V0002730,FIR-2025-005146,KA25WE3505,SUV,Red Hyundai
V0002731,FIR-2026-005147,KA04ET6474,Auto Rickshaw,
V0002732,FIR-2023-005148,KA04LH1124,Car,Red Hyundai
V0002733,FIR-2024-005149,KA06PA8837,Scooter,Blue TVS
V0002734,FIR-2024-005149,KA03WM6623,SUV,
V0002735,FIR-2024-005153,KA12XE7718,Motorcycle,Black Maruti
V0002736,FIR-2024-005157,KA44TJ1440,SUV,White Bajaj
V0002737,FIR-2025-005158,KA04WO1233,Tempo,Silver Bajaj
V0002738,FIR-2026-005159,KA08WS2426,SUV,
V0002739,FIR-2025-005162,KA50YQ7939,Tempo,
V0002740,FIR-2026-005163,KA20OS3312,Tempo,
V0002741,FIR-2023-005164,KA22MN0894,Scooter,Black Hyundai
V0002742,FIR-2025-005166,KA32NQ4866,Tempo,Red TVS
V0002743,FIR-2023-005168,KA36RO4680,SUV,
V0002744,FIR-2025-005170,KA21EA1833,SUV,
V0002745,FIR-2025-005170,KA47YS2316,SUV,Red Honda
V0002746,FIR-2026-005171,KA52VQ2521,Car,White TVS
V0002747,FIR-2023-005172,KA28LU7532,Tempo,Silver Honda
V0002748,FIR-2024-005177,KA52JW6254,Scooter,Blue Honda
V0002749,FIR-2025-005178,KA05IE1771,Mini Truck,
V0002750,FIR-2023-005180,KA43ZT4659,Car,Grey TVS
V0002751,FIR-2025-005182,KA28ZD3703,Motorcycle,Maroon Honda
V0002752,FIR-2024-005185,KA34FZ8749,Auto Rickshaw,Red Bajaj
V0002753,FIR-2025-005190,KA12BO8119,Motorcycle,Maroon Honda
V0002754,FIR-2025-005190,KA30NX9707,Scooter,Maroon Hero
V0002755,FIR-2025-005194,KA50FJ1771,Motorcycle,Silver Hero
V0002756,FIR-2026-005195,KA13IY1239,Car,Maroon Honda
V0002757,FIR-2026-005195,KA40ZR7921,Auto Rickshaw,
V0002758,FIR-2024-005197,KA47FO2091,Motorcycle,Black Bajaj
V0002759,FIR-2023-005204,KA10DC3561,Tempo,Red Maruti
V0002760,FIR-2026-005207,KA40OB7727,Car,Blue Maruti
V0002761,FIR-2026-005207,KA16GA2496,Auto Rickshaw,Red Maruti
V0002762,FIR-2024-005209,KA04LH1124,Tempo,Black Honda
V0002763,FIR-2026-005211,KA38SV0444,Motorcycle,Blue Bajaj
V0002764,FIR-2024-005213,KA51PN0184,Motorcycle,
V0002765,FIR-2023-005216,KA24YX3848,Scooter,White TVS
V0002766,FIR-2024-005217,KA14NM9569,SUV,
V0002767,FIR-2025-005218,KA08MG7958,Motorcycle,Silver Bajaj
V0002768,FIR-2026-005219,KA01HS1291,Motorcycle,Silver Bajaj
V0002769,FIR-2026-005219,KA42UV5871,Scooter,
V0002770,FIR-2023-005220,KA45WX5455,SUV,Red TVS
V0002771,FIR-2023-005220,KA51RP4939,SUV,Red TVS
V0002772,FIR-2024-005221,KA18YN4133,Mini Truck,Grey Bajaj
V0002773,FIR-2024-005221,KA28LU7532,Motorcycle,Silver Maruti
V0002774,FIR-2025-005222,KA25WE3505,SUV,
V0002775,FIR-2026-005223,KA50FJ1771,Auto Rickshaw,Black Maruti
V0002776,FIR-2026-005223,KA38SV0444,Scooter,Blue Hero
V0002777,FIR-2023-005224,KA40UM8096,SUV,Blue Hero
V0002778,FIR-2023-005224,KA49HU4543,SUV,Maroon Hero
V0002779,FIR-2024-005225,KA25AQ0000,Auto Rickshaw,Grey Hero
V0002780,FIR-2024-005229,KA40RA6455,Tempo,Red Honda
V0002781,FIR-2024-005229,KA46EN2885,Car,White Hyundai
V0002782,FIR-2023-005232,KA43QR9755,Tempo,Grey TVS
V0002783,FIR-2024-005233,KA25WE3505,Scooter,
V0002784,FIR-2025-005238,KA27WT6359,SUV,White Honda
V0002785,FIR-2025-005238,KA35ON1020,Scooter,White Honda
V0002786,FIR-2026-005239,KA04RU0293,Tempo,Red Hyundai
V0002787,FIR-2023-005240,KA11AN9567,Auto Rickshaw,Silver TVS
V0002788,FIR-2024-005241,KA41ED6541,Scooter,
V0002789,FIR-2026-005243,KA05SW3978,SUV,
V0002790,FIR-2024-005245,KA34NA7895,SUV,Maroon Maruti
V0002791,FIR-2024-005245,KA50UB0508,SUV,Black TVS
V0002792,FIR-2025-005246,KA48WQ0399,Scooter,Maroon TVS
V0002793,FIR-2026-005247,KA03HI9671,Car,Maroon TVS
V0002794,FIR-2026-005247,KA46EN2885,Scooter,White TVS
V0002795,FIR-2023-005252,KA05SW3978,SUV,Silver Honda
V0002796,FIR-2024-005253,KA50YQ7939,Car,Maroon Honda
V0002797,FIR-2023-005256,KA50UB0508,Tempo,Grey Maruti
V0002798,FIR-2024-005257,KA32QB9148,Motorcycle,Silver Bajaj
V0002799,FIR-2023-005260,KA21YO8270,Mini Truck,
V0002800,FIR-2023-005264,KA15RL1042,SUV,Silver Honda
V0002801,FIR-2024-005265,KA50LF9926,Scooter,
V0002802,FIR-2024-005265,KA18YN4133,SUV,Silver Hyundai
V0002803,FIR-2025-005266,KA07WY4941,SUV,Red Maruti
V0002804,FIR-2026-005267,KA03JU3232,Tempo,Blue Hero
V0002805,FIR-2026-005267,KA50TC1093,SUV,White Hero
V0002806,FIR-2023-005268,KA13HE8789,SUV,White Hyundai
V0002807,FIR-2025-005270,KA47FO2091,Car,Maroon Bajaj
V0002808,FIR-2026-005271,KA35XX8947,Scooter,Red Maruti
V0002809,FIR-2024-005273,KA33EH3383,Tempo,Black Maruti
V0002810,FIR-2023-005276,KA48PO4246,Motorcycle,Grey Hyundai
V0002811,FIR-2023-005276,KA46HL2455,Auto Rickshaw,Black Honda
V0002812,FIR-2024-005277,KA01AO3419,Scooter,White Hero
V0002813,FIR-2024-005277,KA14SV0592,SUV,White Hyundai
V0002814,FIR-2025-005282,KA03ZL4204,Car,Silver Honda
V0002815,FIR-2025-005282,KA23RN6071,Tempo,Silver Bajaj
V0002816,FIR-2026-005283,KA37LS2461,Motorcycle,White Hero
V0002817,FIR-2023-005284,KA39BD4458,Motorcycle,Grey TVS
V0002818,FIR-2024-005285,KA18OH7613,Car,Black Bajaj
V0002819,FIR-2024-005285,KA21KY6211,Auto Rickshaw,Silver Maruti
V0002820,FIR-2026-005287,KA20OF5062,Scooter,Maroon Maruti
V0002821,FIR-2024-005289,KA47SW8279,Car,Silver TVS
V0002822,FIR-2024-005289,KA53EC7097,Scooter,
V0002823,FIR-2026-005291,KA53SG7467,Mini Truck,
V0002824,FIR-2024-005293,KA25KG7449,Car,
V0002825,FIR-2026-005295,KA31WO6731,Motorcycle,Grey Hyundai
V0002826,FIR-2023-005300,KA50FJ1771,SUV,Blue Bajaj
V0002827,FIR-2026-005303,KA06PA8837,Auto Rickshaw,Red Maruti
V0002828,FIR-2023-005304,KA31WC8361,Motorcycle,
V0002829,FIR-2025-005306,KA44RX2648,SUV,Maroon Honda
V0002830,FIR-2023-005308,KA05AM0534,Mini Truck,Blue Bajaj
V0002831,FIR-2023-005308,KA31KD2831,Tempo,
V0002832,FIR-2025-005310,KA03HO7667,SUV,
V0002833,FIR-2026-005311,KA05OT4568,Car,
V0002834,FIR-2023-005312,KA21NK1610,Auto Rickshaw,White Hero
V0002835,FIR-2023-005312,KA23TY4331,Motorcycle,Maroon Honda
V0002836,FIR-2025-005314,KA53XB5886,Tempo,Black Bajaj
V0002837,FIR-2025-005314,KA06WJ7153,Motorcycle,
V0002838,FIR-2026-005315,KA43QR9755,Tempo,Black TVS
V0002839,FIR-2024-005317,KA45BT9465,Scooter,Grey Bajaj
V0002840,FIR-2024-005317,KA26EB4661,Tempo,Black TVS
V0002841,FIR-2025-005318,KA36HG5221,Auto Rickshaw,Maroon Hyundai
V0002842,FIR-2025-005322,KA47QU4425,Scooter,Maroon Hyundai
V0002843,FIR-2025-005322,KA43FS6047,Scooter,Maroon Bajaj
V0002844,FIR-2026-005323,KA03MW4306,Motorcycle,
V0002845,FIR-2023-005324,KA43QR9755,Auto Rickshaw,Silver Hero
V0002846,FIR-2024-005325,KA41FP0674,Motorcycle,Blue Hero
V0002847,FIR-2025-005326,KA35XG2820,Motorcycle,Blue Hyundai
V0002848,FIR-2026-005327,KA19UM3008,Auto Rickshaw,
V0002849,FIR-2023-005328,KA23ON1651,Mini Truck,Blue Hyundai
V0002850,FIR-2023-005328,KA18KH1419,Scooter,White Maruti
V0002851,FIR-2025-005330,KA38AJ9433,Scooter,Grey Bajaj
V0002852,FIR-2025-005330,KA21YO8270,Auto Rickshaw,Silver TVS
V0002853,FIR-2026-005331,KA31YB7933,Scooter,Maroon Bajaj
V0002854,FIR-2026-005331,KA35XX8947,Auto Rickshaw,Silver Hyundai
V0002855,FIR-2023-005332,KA18KH1419,Car,
V0002856,FIR-2024-005333,KA21KY6211,Car,
V0002857,FIR-2024-005333,KA38SV0444,Motorcycle,Red Hyundai
V0002858,FIR-2025-005334,KA53JY2307,Scooter,Red TVS
V0002859,FIR-2026-005335,KA30FB4262,Motorcycle,
V0002860,FIR-2023-005336,KA50LF9926,SUV,Maroon Honda
V0002861,FIR-2024-005337,KA37KJ0517,Mini Truck,Blue Bajaj
V0002862,FIR-2026-005339,KA46WM8099,Scooter,Maroon Maruti
V0002863,FIR-2025-005342,KA09SA9872,Tempo,Maroon Hero
V0002864,FIR-2026-005343,KA02QO9750,Motorcycle,Blue Hero
V0002865,FIR-2023-005344,KA29PY5252,Scooter,White Bajaj
V0002866,FIR-2024-005345,KA24ON2440,Mini Truck,Black Bajaj
V0002867,FIR-2026-005347,KA32UJ9835,Scooter,
V0002868,FIR-2024-005349,KA37GO4198,Mini Truck,Black Bajaj
V0002869,FIR-2024-005349,KA21TK6043,Auto Rickshaw,
V0002870,FIR-2025-005350,KA20TA0312,Scooter,Maroon TVS
V0002871,FIR-2025-005354,KA23UJ5875,Mini Truck,Red Hyundai
V0002872,FIR-2025-005354,KA20GT8319,Motorcycle,Grey Honda
V0002873,FIR-2026-005355,KA47FO2091,Auto Rickshaw,
V0002874,FIR-2023-005356,KA52GC2596,Car,Black Hyundai
V0002875,FIR-2025-005362,KA05NN5421,Motorcycle,Red Honda
V0002876,FIR-2026-005363,KA02FZ6844,Scooter,Silver TVS
V0002877,FIR-2023-005364,KA29AB7958,Car,Red Honda
V0002878,FIR-2023-005364,KA41ZA5114,Tempo,Red Hyundai
V0002879,FIR-2024-005365,KA18UI9470,Mini Truck,Blue Hero
V0002880,FIR-2025-005366,KA49HU4543,Scooter,Maroon Hyundai
V0002881,FIR-2024-005369,KA17VF8342,Auto Rickshaw,Red Maruti
V0002882,FIR-2026-005371,KA25WE3505,Scooter,Silver Bajaj
V0002883,FIR-2023-005372,KA45SO9053,SUV,White Maruti
V0002884,FIR-2025-005374,KA15OX6806,Mini Truck,Silver Honda
V0002885,FIR-2026-005375,KA15IN7956,Scooter,
V0002886,FIR-2023-005376,KA16GA2496,Car,Maroon Honda
V0002887,FIR-2023-005376,KA32FQ8124,Car,White TVS
V0002888,FIR-2024-005377,KA41HR0297,Auto Rickshaw,Silver Hyundai
V0002889,FIR-2025-005378,KA16EP1874,SUV,Blue Hero
V0002890,FIR-2025-005378,KA41HI7206,Mini Truck,Red Bajaj
V0002891,FIR-2026-005379,KA18KH1419,Tempo,Blue Hero
V0002892,FIR-2026-005379,KA34AB9352,Mini Truck,Black Maruti
V0002893,FIR-2025-005382,KA43BR1935,SUV,Black TVS
V0002894,FIR-2026-005383,KA15IN7956,Car,White Hyundai
V0002895,FIR-2023-005384,KA38WG6246,Car,Grey TVS
V0002896,FIR-2024-005385,KA35ON1020,Car,Black Honda
V0002897,FIR-2024-005385,KA24NE1761,Scooter,
V0002898,FIR-2025-005386,KA12HZ7773,Motorcycle,Maroon Hero
V0002899,FIR-2026-005387,KA10XV7050,Scooter,Grey Hyundai
V0002900,FIR-2023-005388,KA20ZB4529,Car,Red Hyundai
V0002901,FIR-2023-005388,KA15IN7956,SUV,White Bajaj
V0002902,FIR-2026-005391,KA35XX8947,Tempo,Grey Hero
V0002903,FIR-2023-005392,KA48PO4246,Scooter,
V0002904,FIR-2024-005393,KA15FZ8486,Mini Truck,Grey Hero
V0002905,FIR-2024-005397,KA29NJ0859,Mini Truck,
V0002906,FIR-2024-005401,KA04LH1124,Auto Rickshaw,
V0002907,FIR-2026-005403,KA25WE3505,Motorcycle,
V0002908,FIR-2023-005404,KA43BO3962,Scooter,Grey Maruti
V0002909,FIR-2023-005404,KA09LX2265,SUV,Silver TVS
V0002910,FIR-2026-005407,KA50LF9926,Tempo,
V0002911,FIR-2024-005409,KA07JW8242,Car,White Hyundai
V0002912,FIR-2023-005412,KA03WG3459,Tempo,Silver Maruti
V0002913,FIR-2024-005413,KA14XB0788,Auto Rickshaw,Maroon Bajaj
V0002914,FIR-2023-005416,KA29LF3211,Car,
V0002915,FIR-2025-005418,KA37GO4198,Tempo,Silver Hero
V0002916,FIR-2026-005419,KA36YZ8009,Car,Grey TVS
V0002917,FIR-2023-005420,KA29HY4385,Car,Black Bajaj
V0002918,FIR-2023-005420,KA08OE7612,Tempo,Red Hyundai
V0002919,FIR-2023-005424,KA27YZ2648,SUV,
V0002920,FIR-2024-005425,KA44DK2580,Scooter,Maroon Hyundai
V0002921,FIR-2026-005427,KA13UR2918,Motorcycle,Silver Bajaj
V0002922,FIR-2026-005427,KA21PS0871,Mini Truck,Grey Bajaj
V0002923,FIR-2024-005429,KA05WJ3841,Tempo,Maroon TVS
V0002924,FIR-2025-005430,KA45AY9432,Scooter,
V0002925,FIR-2025-005430,KA50LF9926,Mini Truck,Silver Maruti
V0002926,FIR-2026-005431,KA09JE0513,Mini Truck,
V0002927,FIR-2023-005432,KA24SO4293,Tempo,Red Bajaj
V0002928,FIR-2025-005434,KA52FL9869,Car,White TVS
V0002929,FIR-2023-005436,KA06EE3788,Auto Rickshaw,Blue TVS
V0002930,FIR-2024-005437,KA51SB9954,Mini Truck,Maroon Hyundai
V0002931,FIR-2024-005437,KA25TR7297,Tempo,White Honda
V0002932,FIR-2026-005439,KA06EE3788,Auto Rickshaw,White TVS
V0002933,FIR-2023-005440,KA21YO8270,Tempo,White Maruti
V0002934,FIR-2024-005441,KA43SE2514,Car,Grey Hyundai
V0002935,FIR-2026-005443,KA46QF4246,Motorcycle,Grey TVS
V0002936,FIR-2024-005445,KA18YN4133,Motorcycle,Black Maruti
V0002937,FIR-2025-005446,KA53ZD6409,Tempo,Maroon Maruti
V0002938,FIR-2025-005446,KA39KJ8958,SUV,White Bajaj
V0002939,FIR-2026-005447,KA05QU5590,Motorcycle,White Maruti
V0002940,FIR-2023-005452,KA18YN4133,Mini Truck,Maroon Bajaj
V0002941,FIR-2023-005456,KA49YD6965,Tempo,
V0002942,FIR-2024-005457,KA41UX7734,SUV,
V0002943,FIR-2023-005460,KA15FZ8486,Car,Blue Maruti
V0002944,FIR-2026-005463,KA12RV6133,Auto Rickshaw,
V0002945,FIR-2023-005464,KA15FZ8486,SUV,Maroon Maruti
V0002946,FIR-2026-005467,KA34VU0165,Scooter,White TVS
V0002947,FIR-2023-005468,KA06GL2922,Scooter,Grey Hyundai
V0002948,FIR-2023-005468,KA05SS4326,SUV,White Hyundai
V0002949,FIR-2024-005469,KA35TU3614,Scooter,Red Maruti
V0002950,FIR-2025-005470,KA21HP3583,Car,Grey Hero
V0002951,FIR-2026-005471,KA51SP1969,Scooter,Grey TVS
V0002952,FIR-2023-005472,KA38ZO8482,Mini Truck,Black Maruti
V0002953,FIR-2024-005477,KA34RH3520,Tempo,Grey Bajaj
V0002954,FIR-2026-005479,KA28TL2873,Motorcycle,
