fir_number,district,police_station,crime_type,crime_category,severity,latitude,longitude,h3_r7,h3_r8,h3_r9,occurred_at,reported_at,hour,day_of_week,modus_operandi,description,status,victim_count,accused_count,property_value_inr,weapon_used,source
FIR-2026-003443,Kolar,Kolar Rural PS,Chain Snatching,Property,2,13.168313,78.199424,87618909affffff,88618909a1fffff,89618909a07ffff,2025-01-27T06:28:00,2025-01-27T19:01:00,6,0,"approached from behind, necklace grabbed, victim walking alone","Investigation reveals that approached from behind, necklace grabbed, victim walking alone. Reported at Kolar.",Closed,1,5,27800.0,,demo-synthetic
FIR-2023-003444,Bengaluru City,Bengaluru South PS,Online Financial Fraud,Cybercrime,3,12.931305,77.608622,876189258ffffff,8861892589fffff,89618925893ffff,2026-04-22T06:49:00,2026-04-27T06:54:00,6,2,"fake KYC update message, amount debited via UPI, withdrawn from distant ATM","Investigation reveals that fake KYC update message, amount debited via UPI, withdrawn from distant ATM. Reported at Bengaluru City.",UnderInvestigation,1,6,277200.0,,demo-synthetic
FIR-2024-003445,Bengaluru City,Bengaluru West PS,Vehicle Theft,Property,3,12.957312,77.610279,87618925affffff,88618925a9fffff,89618925a83ffff,2024-04-29T21:42:00,2024-04-29T23:49:00,21,0,"ignition hot-wired, two-wheeler driven away, outside shopping mall","Investigation reveals that ignition hot-wired, two-wheeler driven away, outside shopping mall. Reported at Bengaluru City.",Closed,1,1,579300.0,,demo-synthetic
FIR-2025-003446,Bengaluru City,Bengaluru West PS,Phishing / OTP Fraud,Cybercrime,3,12.973756,77.567181,8760145b5ffffff,8860145b51fffff,8960145b50fffff,2023-11-15T23:34:00,2023-11-16T23:47:00,23,2,"SIM swap executed, wallet balance transferred, social engineering used","Complainant reports that SIM swap executed, wallet balance transferred, social engineering used. Reported at Bengaluru City.",UnderInvestigation,1,4,231600.0,,demo-synthetic
FIR-2026-003447,Bengaluru City,Bengaluru South PS,Chain Snatching,Property,3,12.963469,77.581171,87618925bffffff,88618925b7fffff,89618925b63ffff,2026-02-22T18:07:00,2026-02-23T18:59:00,18,6,"pillion rider snatched, mangalsutra pulled, fled towards main road","The victim states that pillion rider snatched, mangalsutra pulled, fled towards main road. Reported at Bengaluru City.",UnderInvestigation,3,4,,,demo-synthetic
FIR-2023-003448,Bengaluru City,Bengaluru North PS,Phishing / OTP Fraud,Cybercrime,2,13.054963,77.592468,8761892cbffffff,8861892cb9fffff,8961892cb8bffff,2026-05-13T01:55:00,2026-05-20T02:51:00,1,2,"OTP obtained on pretext of reward, bank account drained, caller spoofed bank IVR","On the date of incident, OTP obtained on pretext of reward, bank account drained, caller spoofed bank IVR. Reported at Bengaluru City.",Open,1,1,31600.0,,demo-synthetic
FIR-2024-003449,Mangaluru,Mangaluru North PS,Domestic Violence,Crime Against Women,3,12.945047,74.815914,876011250ffffff,8860112507fffff,8960112507bffff,2024-01-26T10:42:00,2024-01-27T11:27:00,10,4,"harassment by husband, thrown out of house, complaint to women's helpline","Complainant reports that harassment by husband, thrown out of house, complaint to women's helpline. Reported at Mangaluru.",Closed,4,4,,,demo-synthetic
FIR-2025-003450,Kalaburagi,Kalaburagi South PS,House Theft,Property,3,17.341868,76.847181,876084ae9ffffff,886084ae9bfffff,896084ae933ffff,2026-05-19T20:28:00,2026-05-19T22:00:00,20,1,"false ceiling crawled, mobile phones lifted, daytime when house empty","Investigation reveals that false ceiling crawled, mobile phones lifted, daytime when house empty. Reported at Kalaburagi.",Open,1,1,373200.0,,demo-synthetic
FIR-2026-003451,Bengaluru City,Bengaluru Cantonment PS,Vehicle Theft,Property,3,12.837422,77.664494,876189260ffffff,886189260dfffff,896189260cfffff,2025-08-05T16:53:00,2025-08-06T17:49:00,16,1,"master key used, vehicle parts stripped, number plate swapped","The victim states that master key used, vehicle parts stripped, number plate swapped. Reported at Bengaluru City.",Closed,1,1,14300.0,,demo-synthetic
FIR-2023-003452,Bengaluru City,Bengaluru Lake PS,Online Financial Fraud,Cybercrime,2,12.958124,77.586105,87618925bffffff,88618925b1fffff,89618925b0bffff,2024-12-28T01:49:00,2024-12-31T02:37:00,1,5,"remote-access app installed, card details captured, victim contacted on WhatsApp","As per the FIR, remote-access app installed, card details captured, victim contacted on WhatsApp. Reported at Bengaluru City.",UnderInvestigation,1,3,564900.0,,demo-synthetic
FIR-2024-003453,Ramanagara,Ramanagara Rural PS,Chain Snatching,Property,4,12.776741,77.281069,876014548ffffff,8860145489fffff,89601454883ffff,2024-09-25T19:21:00,2024-09-25T20:48:00,19,2,"two riders on motorcycle, mangalsutra pulled, morning walk hours","As per the FIR, two riders on motorcycle, mangalsutra pulled, morning walk hours. Reported at Ramanagara.",UnderInvestigation,5,1,68300.0,,demo-synthetic
FIR-2025-003454,Gadag,Gadag City PS,Rioting,Violent,3,15.451886,75.590743,8760ac622ffffff,8860ac631bfffff,8960ac631b7ffff,2025-09-03T03:47:00,2025-09-03T05:24:00,3,2,"two groups clashed, shops vandalised, communal tension","Complainant reports that two groups clashed, shops vandalised, communal tension. Reported at Gadag.",UnderInvestigation,2,6,,Machete,demo-synthetic
FIR-2026-003455,Bengaluru City,Bengaluru Nagar PS,Burglary,Property,4,12.945041,77.601621,876189258ffffff,8861892581fffff,89618925873ffff,2024-06-05T18:08:00,2024-06-05T20:08:00,18,2,"lock picked, jewellery taken, CCTV wires cut","Complainant reports that lock picked, jewellery taken, CCTV wires cut. Reported at Bengaluru City.",UnderInvestigation,1,1,,,demo-synthetic
FIR-2023-003456,Bengaluru City,Bengaluru North PS,Murder,Violent,5,12.937103,77.62249,87618925effffff,88618925c5fffff,89618925c4bffff,2025-05-07T20:42:00,2025-05-07T22:05:00,20,2,"lured to isolated spot, strangled, body found in field","Investigation reveals that lured to isolated spot, strangled, body found in field. Reported at Bengaluru City.",Closed,1,1,,Acid,demo-synthetic
FIR-2024-003457,Bengaluru City,Bengaluru Nagar PS,Dacoity,Property,5,12.959297,77.609797,87618925affffff,88618925a9fffff,89618925a8fffff,2025-05-26T00:06:00,2025-05-26T02:43:00,0,0,"house surrounded at night, locker looted, fled in waiting vehicle","Complainant reports that house surrounded at night, locker looted, fled in waiting vehicle. Reported at Bengaluru City.",UnderInvestigation,1,3,909400.0,Machete,demo-synthetic
FIR-2025-003458,Belagavi,Belagavi Town PS,Murder,Violent,5,15.852759,74.497961,8760a8219ffffff,8860a82197fffff,8960a821967ffff,2024-11-02T23:09:00,2024-11-03T02:08:00,23,5,"ambushed victim, shot at close range, body found in field","The victim states that ambushed victim, shot at close range, body found in field. Reported at Belagavi.",Closed,1,4,,Country-made pistol,demo-synthetic
FIR-2026-003459,Bengaluru City,Bengaluru Town PS,Cheating / Fraud,Economic,2,12.951417,77.587256,87618925bffffff,88618925b9fffff,89618925b8fffff,2025-06-09T03:48:00,2025-06-10T04:16:00,3,0,"forged documents used, amount transferred to mule account, shell company used","Complainant reports that forged documents used, amount transferred to mule account, shell company used. Reported at Bengaluru City.",Closed,1,1,592700.0,,demo-synthetic
FIR-2023-003460,Bengaluru City,Bengaluru South PS,Online Financial Fraud,Cybercrime,4,12.982382,77.582068,8760145b4ffffff,8860145b43fffff,8960145b42bffff,2023-06-15T13:12:00,2023-06-17T13:54:00,13,3,"fake KYC update message, amount debited via UPI, withdrawn from distant ATM","On the date of incident, fake KYC update message, amount debited via UPI, withdrawn from distant ATM. Reported at Bengaluru City.",Closed,3,1,146900.0,,demo-synthetic
FIR-2024-003461,Bagalkote,Bagalkote South PS,Vehicle Theft,Property,2,16.20196,75.712711,8760ae3aeffffff,8860ae3aedfffff,8960ae3aecbffff,2024-06-20T00:49:00,2024-06-21T01:11:00,0,3,"duplicate key used, two-wheeler driven away, outside shopping mall","As per the FIR, duplicate key used, two-wheeler driven away, outside shopping mall. Reported at Bagalkote.",UnderInvestigation,1,1,300000.0,,demo-synthetic
FIR-2025-003462,Koppal,Koppal West PS,Assault,Violent,4,15.338617,76.103452,8760ac523ffffff,8860ac523dfffff,8960ac523c3ffff,2024-04-27T02:12:00,2024-04-28T02:41:00,2,5,"sudden quarrel escalated, stabbed during scuffle, alcohol involved","As per the FIR, sudden quarrel escalated, stabbed during scuffle, alcohol involved. Reported at Koppal.",ChargeSheeted,1,1,,Acid,demo-synthetic
FIR-2026-003463,Vijayapura,Vijayapura Lake PS,Assault,Violent,3,16.835691,75.664781,8760aad1dffffff,8860aad1ddfffff,8960aad1dc3ffff,2025-07-08T23:41:00,2025-07-11T00:02:00,23,1,"sudden quarrel escalated, victim beaten with sticks, near liquor shop","Complainant reports that sudden quarrel escalated, victim beaten with sticks, near liquor shop. Reported at Vijayapura.",Closed,1,1,,Acid,demo-synthetic
FIR-2023-003464,Hubballi-Dharwad,Hubballi-Dharwad Industrial Area PS,House Theft,Property,2,15.353379,75.121413,8760a8951ffffff,8860a89513fffff,8960a89512fffff,2025-05-13T10:10:00,2025-05-13T22:23:00,10,1,"false ceiling crawled, mobile phones lifted, no forced entry","The victim states that false ceiling crawled, mobile phones lifted, no forced entry. Reported at Hubballi-Dharwad.",ChargeSheeted,1,1,474800.0,,demo-synthetic
FIR-2024-003465,Bidar,Bidar Lake PS,Online Financial Fraud,Cybercrime,2,17.944501,77.513719,876084508ffffff,8860845085fffff,8960845084bffff,2024-04-28T21:39:00,2024-05-01T22:11:00,21,6,"remote-access app installed, card details captured, withdrawn from distant ATM","As per the FIR, remote-access app installed, card details captured, withdrawn from distant ATM. Reported at Bidar.",Open,1,1,191900.0,,demo-synthetic
FIR-2025-003466,Raichur,Raichur North PS,Robbery,Property,4,16.196547,77.347094,8760a3913ffffff,8860a39135fffff,8960a391343ffff,2024-10-31T21:41:00,2024-11-01T01:01:00,21,3,"knife brandished, valuables looted, late night near ATM","Complainant reports that knife brandished, valuables looted, late night near ATM. Reported at Raichur.",Closed,1,1,466800.0,Machete,demo-synthetic
FIR-2026-003467,Bengaluru City,Bengaluru Lake PS,Phishing / OTP Fraud,Cybercrime,4,12.981507,77.607059,8761892e9ffffff,8861892e9bfffff,8961892e9abffff,2026-04-17T17:11:00,2026-04-20T18:00:00,17,4,"OTP obtained on pretext of reward, bank account drained, caller spoofed bank IVR","Investigation reveals that OTP obtained on pretext of reward, bank account drained, caller spoofed bank IVR. Reported at Bengaluru City.",Closed,3,1,190800.0,,demo-synthetic
FIR-2023-003468,Bengaluru City,Bengaluru Industrial Area PS,Online Financial Fraud,Cybercrime,2,12.941892,77.628644,87618925effffff,88618925e9fffff,89618925e83ffff,2026-02-01T07:03:00,2026-02-01T19:42:00,7,6,"remote-access app installed, amount debited via UPI, withdrawn from distant ATM","Investigation reveals that remote-access app installed, amount debited via UPI, withdrawn from distant ATM. Reported at Bengaluru City.",ChargeSheeted,1,1,,,demo-synthetic
FIR-2024-003469,Mandya,Mandya City PS,Domestic Violence,Crime Against Women,4,12.518502,76.879673,876014311ffffff,886014311dfffff,896014311c3ffff,2023-10-25T14:56:00,2023-10-26T14:58:00,14,2,"dispute with in-laws, physically assaulted, complaint to women's helpline","Complainant reports that dispute with in-laws, physically assaulted, complaint to women's helpline. Reported at Mandya.",UnderInvestigation,1,6,,,demo-synthetic
FIR-2025-003470,Belagavi,Belagavi Town PS,POCSO,Crime Against Children,5,15.865836,74.456672,8760a82e3ffffff,8860a82e3dfffff,8960a82e3c7ffff,2025-03-20T07:01:00,2025-03-20T09:36:00,7,3,"known person, abuse reported by parents, counselling provided","On the date of incident, known person, abuse reported by parents, counselling provided. Reported at Belagavi.",Closed,3,1,,,demo-synthetic
FIR-2026-003471,Bengaluru Rural,Bengaluru City PS,Cheating / Fraud,Economic,3,13.182287,77.553368,876016942ffffff,8860169425fffff,8960169424fffff,2024-04-26T04:56:00,2024-04-29T05:48:00,4,4,"posed as bank official, cheque dishonoured, promised high returns","Complainant reports that posed as bank official, cheque dishonoured, promised high returns. Reported at Bengaluru Rural.",UnderInvestigation,1,1,2892300.0,,demo-synthetic
FIR-2023-003472,Yadgir,Yadgir East PS,POCSO,Crime Against Children,5,16.743221,77.132542,8760a30b6ffffff,8860a30b6dfffff,8960a30b6d7ffff,2024-07-19T22:06:00,2024-07-20T10:11:00,22,4,"lured the minor, abuse reported by parents, school vicinity","Investigation reveals that lured the minor, abuse reported by parents, school vicinity. Reported at Yadgir.",UnderInvestigation,1,1,,,demo-synthetic
FIR-2024-003473,Hassan,Hassan West PS,Dowry Harassment,Crime Against Women,4,13.018508,76.103094,876010a1bffffff,886010a1b5fffff,896010a1b5bffff,2023-09-29T10:05:00,2023-09-29T15:02:00,10,4,"demand for additional dowry, denied food, mediation failed","Complainant reports that demand for additional dowry, denied food, mediation failed. Reported at Hassan.",Closed,1,1,,,demo-synthetic
FIR-2025-003474,Bengaluru City,Bengaluru City PS,Vehicle Theft,Property,3,12.84693,77.654562,876189260ffffff,8861892607fffff,8961892606bffff,2025-08-22T02:18:00,2025-08-22T10:56:00,2,4,"duplicate key used, two-wheeler driven away, outside shopping mall","On the date of incident, duplicate key used, two-wheeler driven away, outside shopping mall. Reported at Bengaluru City.",UnderInvestigation,1,2,,,demo-synthetic
FIR-2026-003475,Bengaluru City,Bengaluru West PS,Dowry Harassment,Crime Against Women,3,12.984415,77.568803,8760145b0ffffff,8860145b0bfffff,8960145b0b7ffff,2026-01-28T09:22:00,2026-01-29T09:56:00,9,2,"taunts by in-laws, mental and physical harassment, marriage two years ago","Investigation reveals that taunts by in-laws, mental and physical harassment, marriage two years ago. Reported at Bengaluru City.",UnderInvestigation,1,1,,,demo-synthetic
FIR-2023-003476,Mysuru,Mysuru Nagar PS,Vehicle Theft,Property,2,12.318771,76.620626,876015ca6ffffff,886015ca69fffff,896015ca68fffff,2025-04-29T22:10:00,2025-04-30T02:14:00,22,1,"ignition hot-wired, vehicle parts stripped, number plate swapped","Investigation reveals that ignition hot-wired, vehicle parts stripped, number plate swapped. Reported at Mysuru.",Open,5,1,227800.0,,demo-synthetic
FIR-2024-003477,Bengaluru City,Bengaluru North PS,Cheating / Fraud,Economic,2,12.999801,77.60576,8760145b6ffffff,8860145b6dfffff,8960145b6d3ffff,2025-05-02T09:12:00,2025-05-04T10:00:00,9,4,"fake investment scheme, cheque dishonoured, multiple victims targeted","Complainant reports that fake investment scheme, cheque dishonoured, multiple victims targeted. Reported at Bengaluru City.",Closed,1,2,3451400.0,,demo-synthetic
FIR-2025-003478,Bengaluru City,Bengaluru North PS,Robbery,Property,4,12.968456,77.632941,8761892edffffff,8861892eddfffff,8961892edc7ffff,2025-07-20T01:08:00,2025-07-20T04:28:00,1,6,"threatened with weapon, wallet snatched, on isolated stretch","The victim states that threatened with weapon, wallet snatched, on isolated stretch. Reported at Bengaluru City.",Closed,1,1,499700.0,Acid,demo-synthetic
FIR-2026-003479,Bengaluru City,Bengaluru South PS,Chain Snatching,Property,2,12.91683,77.66263,876189255ffffff,886189255dfffff,896189255c7ffff,2023-07-19T08:21:00,2023-07-19T16:56:00,8,2,"two riders on motorcycle, mangalsutra pulled, victim walking alone","On the date of incident, two riders on motorcycle, mangalsutra pulled, victim walking alone. Reported at Bengaluru City.",Closed,1,6,103000.0,,demo-synthetic
FIR-2023-003480,Davanagere,Davanagere South PS,Cheating / Fraud,Economic,3,14.415645,75.887761,876013585ffffff,886013585bfffff,896013585abffff,2026-04-15T02:48:00,2026-04-18T03:14:00,2,2,"fake investment scheme, amount transferred to mule account, multiple victims targeted","Complainant reports that fake investment scheme, amount transferred to mule account, multiple victims targeted. Reported at Davanagere.",ChargeSheeted,1,1,2040800.0,,demo-synthetic
FIR-2024-003481,Mysuru,Mysuru Town PS,Attempt to Murder,Violent,4,12.299652,76.64551,876015d9dffffff,886015d9d7fffff,896015d9d77ffff,2023-09-12T06:41:00,2023-09-13T06:46:00,6,1,"ambush near residence, fired shot but missed, victim survived with injuries","Investigation reveals that ambush near residence, fired shot but missed, victim survived with injuries. Reported at Mysuru.",UnderInvestigation,1,4,,Sharp-edged weapon,demo-synthetic
FIR-2025-003482,Chamarajanagar,Chamarajanagar Lake PS,Rioting,Violent,3,11.928856,76.901412,876033795ffffff,8860337953fffff,8960337953bffff,2024-02-07T05:15:00,2024-02-07T06:28:00,5,2,"unlawful assembly, stones pelted, communal tension","Complainant reports that unlawful assembly, stones pelted, communal tension. Reported at Chamarajanagar.",ChargeSheeted,1,9,,,demo-synthetic
FIR-2026-003483,Mysuru,Mysuru Town PS,Attempt to Murder,Violent,4,12.308404,76.66478,876015d9cffffff,886015d9c7fffff,896015d9c67ffff,2023-11-19T04:51:00,2023-11-19T09:08:00,4,6,"sudden assault, attacked with machete, victim survived with injuries","Investigation reveals that sudden assault, attacked with machete, victim survived with injuries. Reported at Mysuru.",ChargeSheeted,1,1,,Sharp-edged weapon,demo-synthetic
